,bins,color_vector_length,distance_measure,gradient_vector_length,interpolated,k,num_of_grid,score
460,5,60,l1,20,True,15,2,0.18414918414918402
416,15,45,l1,15,False,1,1,0.18181818181818102
446,20,60,l1,20,True,25,1,0.18181818181818102
421,15,45,l2,15,False,15,1,0.18181818181818102
445,20,60,l2,20,True,15,1,0.17948717948717902
425,15,45,l2,15,True,1,1,0.17948717948717902
408,10,30,l1,10,True,1,1,0.17948717948717902
399,5,15,l2,5,True,25,1,0.177156177156177
403,10,30,l2,10,False,5,1,0.174825174825174
461,5,60,l2,20,True,15,2,0.172494172494172
433,20,60,l2,20,False,1,1,0.172494172494172
443,20,60,l2,20,True,5,1,0.17016317016317
391,5,15,l2,5,False,25,1,0.17016317016317
390,5,15,l1,5,False,25,1,0.17016317016317
397,5,15,l2,5,True,15,1,0.17016317016317
409,10,30,l2,10,True,1,1,0.165501165501165
417,15,45,l2,15,False,1,1,0.165501165501165
400,10,30,l1,10,False,1,1,0.165501165501165
388,5,15,l1,5,False,15,1,0.16083916083916
387,5,15,l2,5,False,5,1,0.16083916083916
396,5,15,l1,5,True,15,1,0.15850815850815803
386,5,15,l1,5,False,5,1,0.15151515151515102
398,5,15,l1,5,True,25,1,0.15151515151515102
389,5,15,l2,5,False,15,1,0.15151515151515102
395,5,15,l2,5,True,5,1,0.144522144522144
394,5,15,l1,5,True,5,1,0.142191142191142
401,10,30,l2,10,False,1,1,0.142191142191142
385,5,15,l2,5,False,1,1,0.128205128205128
384,5,15,l1,5,False,1,1,0.128205128205128
393,5,15,l2,5,True,1,1,0.11421911421911402
392,5,15,l1,5,True,1,1,0.11188811188811101
